observation_1,observation_2,hypothesis_1,hypothesis_2,label
أريد فقط أن يكون اليوم يومًا هادئًا.,لقد مضى وقت طويل منذ أن قمنا بذلك.,انتهى بنا الأمر إلى قضاء اليوم في إنجاز المهمات.,قضينا اليوم على الأريكة نشاهد الأفلام معًا.,2
عندما كنت صغيرًا، اشترى لي صديقي لوح أويجا.,رميته في اليوم التالي.,أخبرني أخي الأكبر قصصًا مضحكة عنه.,أخبرني أخي الأكبر قصصًا مخيفة عنه.,2
كان جو فنان راب طموح.,أصبح جو في النهاية مشهورًا محليًا لموسيقاه.,لم يؤد جو أبدًا في حفل عيد ميلاد قبل دعوته إلى فعاليات أكبر.,أدى جو في عدة حفلات عيد ميلاد قبل دعوته إلى فعاليات أكبر.,2
أُعطيت جينا وأصدقاؤها إذنًا للذهاب إلى المكتبة.,بدأت الفتيات بالرقص.,في طريقهم مرّوا بنادي ليلية لكنهم لم يدخلوه.,في طريقهم مرّوا بنادي ليلية ودخلوه.,2
جينا وأصدقاؤها قد حصلوا على إذن للذهاب إلى المكتبة.,قدمت الفتيات جوازاتهن.,درسوا طوال الليل.,لقد دخنوا الحشيش في الحديقة طوال الليل.,1
احتاج سام إلى الحصول على آلة حاسبة بيانية لفصله في التفاضل والتكامل.,قام سام بتثبيت الألعاب على الآلة الحاسبة الخاصة به على الفور بعد ذلك.,خرج سام واشترى آلة حاسبة بيانية.,خرج سام وباع آلة حاسبة بيانية.,1
لم يكن بول يريد الذهاب إلى المدرسة اليوم.,الآن بول معاقب لمدة أسبوعين.,قرر بول أن يبقى في المدرسة مع أصدقائه.,قرر بول أن يتغيب عن المدرسة مع أصدقائه.,2
لم يكن بول يريد الذهاب إلى المدرسة اليوم.,الآن بول معاقب لمدة أسبوعين.,تخطى بول المدرسة وذهب إلى السينما.,تخطى بول السينما وذهب إلى المدرسة.,1
أخذت تينا ابنها إلى مباراة كرة القدم الخاصة به.,عندما سجل ابنها هدفًا، كانت تينا تقفز من الفرح.,لم تستطع تينا العثور على مكان لمشاهدة من المدرجات.,وجدت تينا مكانًا لمشاهدة من المدرجات.,2
كانت كاسي تسبح في المسبح.,جربت كاسي ذلك وكانت قادرة على إبقاء الماء خارجها.,سمحت لها صديقتها باقتراض حافظة هاتفها المقاومة للماء.,سمحت هي لصديقتها باقتراض حافظة هاتفها المقاومة للماء.,1
كانت كاسي تسبح في المسبح.,جربت كاسي الأمر وكانت قادرة على إبقاء الماء خارجها.,وضعت كاسي قبعة للمرة الأولى.,وضعت كاسي قناع الغوص للمرة الأولى.,2
وجدت ربع دولار فضي في تغييري اليوم.,أعطاني خمسة دولارات لكل ربع دولار.,كان لدي ربع دولار فضي آخر، مماثل للذي وجدته.,كان لدي ربع دولار فضي آخر، مشابه تقريبًا للذي وجدته ولكنه كان مزيفًا.,1
وجدت ربع دولار فضي في تغييري اليوم.,أعطاني خمسة دولارات لكل ربع دولار.,أخذت الربع إلى متجر أجنبي.,أخذت الربع إلى متجر محلي.,2
قررت أن أخذ رحلة إلى ماليزيا.,لحسن الحظ، ساعدتني السفارة في تأمين أموال طارئة!,فقدت محفظتي.,وجدت محفظتي.,1
قررت أن أخذ رحلة إلى ماليزيا.,لحسن الحظ، ساعدتني السفارة في تأمين أموال طارئة!,لم أنفد نقودي أبدًا.,نفدت نقودي بعد فترة قصيرة من وصولي.,2
انتقل توم إلى منزل كان قديمًا جدًا.,بعد أخذ استراحة للهواء النقي أنهى سحب السجادة.,لكنه قرر الاحتفاظ بالسجادة القديمة.,عندما سحب توم السجادة، اختنق بالغبار.,2
انتقل توم إلى منزل كان قديمًا جدًا.,بعد أخذ استراحة هواء منعش أنهى سحب السجادة.,كره توم أن يأخذ استراحة في الهواء الطلق.,احتاج توم إلى أخذ استراحة من الهواء.,2
كانت جينا وعائلتها في منزل عمها فرانك.,عرفت جينا أنها أخطأت، وكان الوقت متأخرًا جدًا لتصحيحه.,نسيت جينا أن تجلب اللحم المشوي.,تذكرت جينا أن تجلب اللحم المشوي.,1
كانت جينا وعائلتها في منزل عمها فرانك.,عرفت جينا أنها أخطأت، وكان الوقت متأخرًا جدًا لتصحيحه.,كسرت إناءً زجاجيًا أثناء الجري.,كسرت جينا ساقها أثناء الجري.,1
كان ريتش مدرب كروس فيت.,تناول الإفطار وشعر بتحسن.,كان ريتش لا يزال في غيبوبة من فصوله في اليوم السابق.,كان ريتش لا يزال متعبًا من فصوله في اليوم السابق.,2
ذهبت رايلي إلى المتجر مع والدتها.,ارتدت رايلي حذاءها الغربي إلى المدرسة في اليوم التالي.,اشترت والدة رايلي لها زوجًا جديدًا من القفازات.,اشترت والدة رايلي لها زوجًا جديدًا من الأحذية.,2
أرادت إيمي المشاركة في مسابقة الجمال.,في النهاية، وجدت إيمي أنها فازت بالمركز الثالث!,عملت إيمي بجد في مسابقة المواهب.,عملت إيمي بهدوء في مسابقة المواهب.,1
كان لدي دانيال سحق على فتاة، فطلب منها إلى السينما.,قرر دانيال أنه سيخرجها إلى العشاء في المرة القادمة حتى يتمكنوا من التحدث.,قضى دانيال والفتاة وقتًا جيدًا وقرر وضع خطط لموعد ثاني.,قضى دانيال والفتاة وقتًا سيئًا وقرر عدم الاتصال بها لموعد ثاني.,1
تلقت سίνدي ملاكًا زجاجيًا في عيد الميلاد.,لم تكن سίνدي في حياتها حزينة إلى هذا الحد.,سقطت سίνدي الملاك وانكسر.,سقطت سίνدي الملاك وكان بخير.,1
تم إعطاء سίνدي ملاكًا زجاجيًا في عيد الميلاد.,لم تكن سίνدي في حزن شديد كما كانت عليه الآن.,تم إسقاط الملاك الزجاجي وانكسر.,تم إسقاط الملاك الزجاجي لكنه لم ينكسر.,1
كانت بام تقود سيارتها على طريق ترابي، عندما أصبح الظلام شديدًا.,أخذت سيارتها إلى المتجر في اليوم التالي لإصلاحها بشكل نهائي.,انفجرت إطار سيارة بام وقامت بتغييره للإطار الاحتياطي.,بام خفضت سرعتها وقادت بحذر.,1
كانت بام تقود سيارتها على طريق ترابي، عندما أصبح الظلام شديدًا.,أخذت سيارتها في اليوم التالي للغد لإصلاحها حقًا.,فوتت الغزال وحاولت كبح السيارة بنفسها.,اصطدمت بالغزال وحاولت إصلاح السيارة بنفسها.,2
كان بيل في مغسلة الملابس.,اعتقد شخص غريب عن طريق الخطأ أن غسيل بوب هو له.,جلب بيل غسيله إلى المنزل.,لم يستطع بيل العثور على غسيله.,2
كان بيل في مغسلة الملابس.,ظن شخص غريب عن طريق الخطأ أن غسيل بوب هو له.,فتح آلة الغسيل ووجد كل شيء قد اختفى.,فتح آلة الغسيل وبدأ تحميلها.,1
في صيد بيض عيد الفصح، كان هناك مسابقة لأكبر بيضة.,رجل غش ورفع بالونًا ليبدو مثل بيضة كبيرة للفوز!,رجل واحد لم يكن لديه بيضة ولكنه أراد حقًا الفوز بالمسابقة.,رجل واحد لم يكن لديه بيضة وقرر عدم الفوز في المسابقة.,1
كان بريان معجبًا بتريسيا.,قضى بقية اليوم يلهث حزنًا.,قالت إنها لا تحبه.,قالت إنها تحبه.,1
كان براين معجبًا بتيريسا.,قضى بقية اليوم في التكدر.,خرجت تيريزا مع شخص آخر.,خرجت تيريزا مع براين.,1
وظّفني وزيرنا لرعاية حديقته.,قالت لي أن الوزير قد جعلها حاملاً.,كانت زوجته مشلولة ولا تستطيع الوقوف.,تحية زوجته لي ولكنها بالكاد تستطيع الوقوف.,2
وظّفني وزيرنا لرعاية حديقته.,قالت لي أن الوزير قد حملها.,بدأت زوجة الوزير تتحدث معي.,بدأ ابن الوزير يتحدث معي.,1
كانت كيلي والفتيات يرغبن في ركوب قطار إلى المدينة.,كان على الفتيات أن ينتظرن قطارًا آخر.,ذهبت كيلي والفتيات إلى محطة القطار ورأين أنهن فاتتهن القافلة.,ذهبت كيلي والفتيات إلى محطة القطار ورأين أنهن لحقن بالقطار.,1
