observation_1,observation_2,hypothesis_1,hypothesis_2,label
أزعجت والدة جوّه باستمرار ليربط أربطة حذائه.,بينما كان يرقد في أسفل الدرج تمنى لو استمع إليها.,تعثر جو وهبط الدرج وحذاؤه غير مربوط.,ربط جو الحذاء وسقط على الدرج.,1
كانت نيتا تلعب لعبة الورق مع والدها.,كانت نيتا سعيدة جدًا لأنها أخيرًا هزمت والدها في لعبة الورق.,مارست نيتا لعب الورق مع كلب.,لم تكن نيتا قادرة أبدًا على هزيمة أبيها.,2
كان لدى فريد وظيفة في المعرض لملء البالونات.,انفجرت البالونة في وجهه!,رأى فريد طفلاً يأتي بسكين.,فريد ملأ بالونة واحدة صغيرة جدًا.,1
علم والد سامانثا دائمًا كيف تكون ذاتية الكفاية.,كانت سامانثا ممتنة جدًا لأنها تمكنت من العودة إلى المنزل بأمان.,وجدت سامانثا بعض الأصدقاء الذين أعطوها مكانًا للركوب.,كانت لديها إطار مسطح وقامت بتغييره.,2
استخدمت بيوت الأشجار المدمرة لبناء حصن.,الحصن الجديد أفضل بمرتين من بيت الشجرة القديم.,سقطت الشجرة على حصني.,كانت الحجم المناسب.,2
كان على مايك الذهاب إلى الطبيب.,جاءت جميع نتائج فحص الدم واضحة وكان مايك مرتاحًا.,كان مايك يخضع لسحب الدم لأنه احتاج إلى فحص روتيني.,اشتكى مايك من ألم في كليتيه.,2
الجميع ظنوا أنه من المضحك أن روكي لعب الهوكي.,حسناً، روكيت يفضل مصطلح مهندس فضاء.,روكي كان جيدًا جدًا في لعب الهوكي.,روكي كان عالم صواريخ، وهو يكره الصواريخ.,1
كان أرنولد خائفًا من الفتيات.,كان على وشك أن يفقد الوعي.,رأى أرنولد صبيًا.,جاءت فتاة لتعانقه يومًا ما.,2
كان بوبي في السادسة من عمره يريد قطة بشدة.,كان بوبي في غاية الفرح عندما قالت والدته أن القطة يمكن أن تبقى.,وجد بوبي قطة في الحديقة.,التوسل بوبي لأمه من أجل قطة برية.,1
كانت هناك زوج فريد من الصنادل لوسي كان عليها أن تحصل عليه.,أخيرًا بالصدفة، وجدت زوجًا.,بحثت لاكي عنهم في متجر واحد.,بحثت لوسي عن الصنادل في كل مكان، لكنها لم تستطع العثور عليهم أبدًا.,2
أبي وأنا نحب البحث عن الديدان.,أبي وأنا قررنا بيع بعض الديدان واستخدام الباقي للصيد.,نحب الذهاب للصيد.,وجدنا واحدًا منهم في الفناء الخلفي.,1
قررنا الانتقال إلى بلدة جديدة العام المقبل.,ستكون مغامرة ممتعة.,أصبحنا نحب هذه البلدة.,ملنا من هذه البلدة.,2
سرقت هيثر هاتف ريان.,استعاد ريان هاتفه وابلغ هيثر للإدارة.,كان ريان غاضبًا من كيم لسرقة هاتفه.,احتفظت هيثر بالهاتف بعيدًا عن ريان.,2
تريسي إي وارن يحتفظ بمنزله أنظف من أي امرأة.,أخيرًا فقط سألته وقال إنه لديه خادمة لذا الآن أعرف.,يضيع تريسي أيامه في التنظيف والغسل.,سألته كيف يكون منزله نظيفًا جدًا.,2
كانت كيا تحاول أن تكون نباتية.,قبل فترة طويلة، أصبحت الحياة النباتية سهلة بالنسبة لها.,تعلمت كيا العديد من وصفات الستيك الجديدة.,في البداية كان الأمر صعبًا، لكنها استمرت في المحاولة.,2
اليوم اشتريت نظامًا للطاقة الشمسية لمنزلي.,آمل أن يسدد النظام تكاليفه خلال عشر سنوات.,كان النظام مكلفًا جدًا لتركيبه.,هذا الشهر، كان فاتورة الكهرباء ضعف ما كانت عليه في السابق.,1
يعيش والداي على بعد بضعة كتل مني.,بطريقة ما كان هناك مساحة كافية وكان الكثير من المرح.,تناولنا جميعًا العشاء في بيتي الكبير.,تناولنا جميعًا العشاء في بيتي الصغير.,2
أرسلت ليلي طاولة جميلة لحفلة العشاء الخاصة بها.,لم تخبر أحدًا أن القطة كانت تلعقها.,لم يكن هناك أي طعام على طبق.,كان هناك قطعة من الستيك على طبق.,2
علقت هيلين الجورب على الدرابزين.,و وضع أحدهم هدايا في جوربها!,ذهبت هيلين إلى المتجر.,ذهبت هيلين إلى النوم.,2
كان تيم يريد إرسال هدية إلى أمه في ولاية مختلفة.,ترك تيم اعتذارًا في بريدها الصوتي ووعد بالاتصال بها لاحقًا.,نسي تيم الهدية في سيارته حتى بعد عيد ميلادها.,أدرك تيم أنها لن تصل في الوقت المناسب لعيد ميلادها.,1
تم اعتقال جريج بتهمة القتل غير العمد.,لذلك تم إدانة جريج.,لم يتصل جريج بالشرطة على الفور.,قدم محامي جريج دفاعًا مقنعًا.,1
لا يستطيع جو تذكر عنوانه.,بعد ذلك تذكرها دائمًا.,لم يستطع جو أن يحصل على بيتزا توصيل.,صنع قافية تضمنت رقم هاتفه.,1
نادية احتاجت إلى حذاء باليه جديد.,بعد عرضها الأول للرقص، دفعت له المال.,صديقة نادية أهدتها المال لشراء حذاء جديد.,صديقة اشترت لنادية زوجا.,2
كان مايكل يحب لعب كرة السلة، لكنه لم يكن جيدًا جدًا.,انضم إلى الفريق وأصبح نجمًا.,قرأ ماثيو قواعد كرة السلة ومارس اللعبة.,تدرب وحاول للحصول على دور.,1
كان مايك لاعب شطرنج لا يصدق.,فاز جوزيف بلعبة الشطرنج وخرج مايك متواضعا.,دخل مايك مسابقة بالشراكة مع جوزيف.,تمكن جوزيف من أن يخبر أن مايك كان يلعب بثقة زائدة.,2
كانت ليزا ذاهبة إلى المنزل.,في اليوم التالي، شعرت لوسي بفقدان ليزا عندما رأت رسوماتهم.,تم تأريض جميع الرحلات الجوية، لذلك لم تستطع ليزا المغادرة لبضعة أيام.,شاركت لوسي اللوازم في فصل الفن مع ليزا، وربطت بينهما علاقة.,2
كانت مارثا طاهية رهيبة وكان صديقها يعرف ذلك.,بعد فترة من الوقت، أصبح كل شيء مارثا تطهوه لذيذًا.,اشترك صديق مارثا في نفسه في دروس الطهي.,عملت مارثا بجد لتعلم بعض الوصفات.,2
كانت لوسي في المنزل تنتظر زوجها.,كان زوج لوسي متحمسًا ومثيرًا.,لم يتوقع زوجها أن تكون لوسي في المنزل حتى الآن.,كانت لا تستطيع الانتظار حتى تخبره أنها تريد الطلاق.,1
كانت كيلسي جديدة في المدرسة وتريد تكوين صداقات جديدة.,كانت لوسي سعيدة لأنها تمكنت من الحصول على أفضل صديقة لها أخيرًا.,التقت كيلسي وتوماس في المدرسة.,رأت كيلسي أن لوسي تقرأ نفس الكتاب الذي تقرأه.,2
وفّرت المال لفترة طويلة.,أخذت القارب إلى الخارج على البحيرة وشعرت بالسعادة.,كان لدي ما يكفي من المال لإنفاقه على الطعام وأشياء إضافية.,اشتريت قطتي الحلم.,1
كان لدى جايك لعبة جديدة لرش الشبكات اللزجة من سبايدرمان.,نشرت والدة دان صورًا على فيسبوك لدان مغطى بالشبكات اللزجة.,رمى جايك على الفور لعبته الجديدة في القمامة.,قرر جايك أن دان هو الجوبلن الأخضر.,2
كانت مارغو ذاهبة إلى عرض الصورة الرعب روكي.,في النهاية، انتهى العرض.,جلست مارغو لمشاهدة العرض.,غادرت مارغو العرض.,1
باري يحب لعب البيسبول.,باري اشترى أيضاً كلب ساخن.,فريق باري فاز في المباراة اليوم.,باري ذهب إلى البار لمشاهدة المباراة.,1
كانت أول يوم ل Erina في وظيفتها الجديدة اليوم.,أثنى رئيسها الجديد على أدائها.,أعطت Erina كل شيء واستطاعت أن تعمل بشكل جيد.,أخذت Erina فترات راحة كثيرة جدًا في اليوم الأول.,1
