observation_1,observation_2,hypothesis_1,hypothesis_2,label
أزعجت والدة جوّه باستمرار ليربط أربطة حذائه.,بينما كان يرقد في أسفل الدرج تمنى لو استمع إليها.,ربط جو الحذاء وسقط على الدرج.,تعثر جو وهبط الدرج وحذاؤه غير مربوط.,2
كانت نيتا تلعب لعبة الورق مع والدها.,كانت نيتا سعيدة جدًا لأنها أخيرًا هزمت والدها في لعبة الورق.,لم تكن نيتا قادرة أبدًا على هزيمة أبيها.,مارست نيتا لعب الورق مع كلب.,1
كان لدى فريد وظيفة في المعرض لملء البالونات.,انفجرت البالونة في وجهه!,فريد ملأ بالونة واحدة صغيرة جدًا.,رأى فريد طفلاً يأتي بسكين.,2
علم والد سامانثا دائمًا كيف تكون ذاتية الكفاية.,كانت سامانثا ممتنة جدًا لأنها تمكنت من العودة إلى المنزل بأمان.,كانت لديها إطار مسطح وقامت بتغييره.,وجدت سامانثا بعض الأصدقاء الذين أعطوها مكانًا للركوب.,1
استخدمت بيوت الأشجار المدمرة لبناء حصن.,الحصن الجديد أفضل بمرتين من بيت الشجرة القديم.,كانت الحجم المناسب.,سقطت الشجرة على حصني.,1
كان على مايك الذهاب إلى الطبيب.,جاءت جميع نتائج فحص الدم واضحة وكان مايك مرتاحًا.,اشتكى مايك من ألم في كليتيه.,كان مايك يخضع لسحب الدم لأنه احتاج إلى فحص روتيني.,1
الجميع ظنوا أنه من المضحك أن روكي لعب الهوكي.,حسناً، روكيت يفضل مصطلح مهندس فضاء.,روكي كان عالم صواريخ، وهو يكره الصواريخ.,روكي كان جيدًا جدًا في لعب الهوكي.,2
كان أرنولد خائفًا من الفتيات.,كان على وشك أن يفقد الوعي.,جاءت فتاة لتعانقه يومًا ما.,رأى أرنولد صبيًا.,1
كان بوبي في السادسة من عمره يريد قطة بشدة.,كان بوبي في غاية الفرح عندما قالت والدته أن القطة يمكن أن تبقى.,التوسل بوبي لأمه من أجل قطة برية.,وجد بوبي قطة في الحديقة.,2
كانت هناك زوج فريد من الصنادل لوسي كان عليها أن تحصل عليه.,أخيرًا بالصدفة، وجدت زوجًا.,بحثت لوسي عن الصنادل في كل مكان، لكنها لم تستطع العثور عليهم أبدًا.,بحثت لاكي عنهم في متجر واحد.,1
أبي وأنا نحب البحث عن الديدان.,أبي وأنا قررنا بيع بعض الديدان واستخدام الباقي للصيد.,وجدنا واحدًا منهم في الفناء الخلفي.,نحب الذهاب للصيد.,2
قررنا الانتقال إلى بلدة جديدة العام المقبل.,ستكون مغامرة ممتعة.,ملنا من هذه البلدة.,أصبحنا نحب هذه البلدة.,1
سرقت هيثر هاتف ريان.,استعاد ريان هاتفه وابلغ هيثر للإدارة.,احتفظت هيثر بالهاتف بعيدًا عن ريان.,كان ريان غاضبًا من كيم لسرقة هاتفه.,1
تريسي إي وارن يحتفظ بمنزله أنظف من أي امرأة.,أخيرًا فقط سألته وقال إنه لديه خادمة لذا الآن أعرف.,سألته كيف يكون منزله نظيفًا جدًا.,يضيع تريسي أيامه في التنظيف والغسل.,1
كانت كيا تحاول أن تكون نباتية.,قبل فترة طويلة، أصبحت الحياة النباتية سهلة بالنسبة لها.,في البداية كان الأمر صعبًا، لكنها استمرت في المحاولة.,تعلمت كيا العديد من وصفات الستيك الجديدة.,1
اليوم اشتريت نظامًا للطاقة الشمسية لمنزلي.,آمل أن يسدد النظام تكاليفه خلال عشر سنوات.,هذا الشهر، كان فاتورة الكهرباء ضعف ما كانت عليه في السابق.,كان النظام مكلفًا جدًا لتركيبه.,2
يعيش والداي على بعد بضعة كتل مني.,بطريقة ما كان هناك مساحة كافية وكان الكثير من المرح.,تناولنا جميعًا العشاء في بيتي الصغير.,تناولنا جميعًا العشاء في بيتي الكبير.,1
أرسلت ليلي طاولة جميلة لحفلة العشاء الخاصة بها.,لم تخبر أحدًا أن القطة كانت تلعقها.,كان هناك قطعة من الستيك على طبق.,لم يكن هناك أي طعام على طبق.,1
علقت هيلين الجورب على الدرابزين.,و وضع أحدهم هدايا في جوربها!,ذهبت هيلين إلى النوم.,ذهبت هيلين إلى المتجر.,1
كان تيم يريد إرسال هدية إلى أمه في ولاية مختلفة.,ترك تيم اعتذارًا في بريدها الصوتي ووعد بالاتصال بها لاحقًا.,أدرك تيم أنها لن تصل في الوقت المناسب لعيد ميلادها.,نسي تيم الهدية في سيارته حتى بعد عيد ميلادها.,2
تم اعتقال جريج بتهمة القتل غير العمد.,لذلك تم إدانة جريج.,قدم محامي جريج دفاعًا مقنعًا.,لم يتصل جريج بالشرطة على الفور.,2
لا يستطيع جو تذكر عنوانه.,بعد ذلك تذكرها دائمًا.,صنع قافية تضمنت رقم هاتفه.,لم يستطع جو أن يحصل على بيتزا توصيل.,2
نادية احتاجت إلى حذاء باليه جديد.,بعد عرضها الأول للرقص، دفعت له المال.,صديقة اشترت لنادية زوجا.,صديقة نادية أهدتها المال لشراء حذاء جديد.,1
كان مايكل يحب لعب كرة السلة، لكنه لم يكن جيدًا جدًا.,انضم إلى الفريق وأصبح نجمًا.,تدرب وحاول للحصول على دور.,قرأ ماثيو قواعد كرة السلة ومارس اللعبة.,2
كان مايك لاعب شطرنج لا يصدق.,فاز جوزيف بلعبة الشطرنج وخرج مايك متواضعا.,تمكن جوزيف من أن يخبر أن مايك كان يلعب بثقة زائدة.,دخل مايك مسابقة بالشراكة مع جوزيف.,1
كانت ليزا ذاهبة إلى المنزل.,في اليوم التالي، شعرت لوسي بفقدان ليزا عندما رأت رسوماتهم.,شاركت لوسي اللوازم في فصل الفن مع ليزا، وربطت بينهما علاقة.,تم تأريض جميع الرحلات الجوية، لذلك لم تستطع ليزا المغادرة لبضعة أيام.,1
كانت مارثا طاهية رهيبة وكان صديقها يعرف ذلك.,بعد فترة من الوقت، أصبح كل شيء مارثا تطهوه لذيذًا.,عملت مارثا بجد لتعلم بعض الوصفات.,اشترك صديق مارثا في نفسه في دروس الطهي.,1
كانت لوسي في المنزل تنتظر زوجها.,كان زوج لوسي متحمسًا ومثيرًا.,كانت لا تستطيع الانتظار حتى تخبره أنها تريد الطلاق.,لم يتوقع زوجها أن تكون لوسي في المنزل حتى الآن.,2
كانت كيلسي جديدة في المدرسة وتريد تكوين صداقات جديدة.,كانت لوسي سعيدة لأنها تمكنت من الحصول على أفضل صديقة لها أخيرًا.,رأت كيلسي أن لوسي تقرأ نفس الكتاب الذي تقرأه.,التقت كيلسي وتوماس في المدرسة.,1
وفّرت المال لفترة طويلة.,أخذت القارب إلى الخارج على البحيرة وشعرت بالسعادة.,اشتريت قطتي الحلم.,كان لدي ما يكفي من المال لإنفاقه على الطعام وأشياء إضافية.,2
كان لدى جايك لعبة جديدة لرش الشبكات اللزجة من سبايدرمان.,نشرت والدة دان صورًا على فيسبوك لدان مغطى بالشبكات اللزجة.,قرر جايك أن دان هو الجوبلن الأخضر.,رمى جايك على الفور لعبته الجديدة في القمامة.,1
كانت مارغو ذاهبة إلى عرض الصورة الرعب روكي.,في النهاية، انتهى العرض.,غادرت مارغو العرض.,جلست مارغو لمشاهدة العرض.,2
باري يحب لعب البيسبول.,باري اشترى أيضاً كلب ساخن.,باري ذهب إلى البار لمشاهدة المباراة.,فريق باري فاز في المباراة اليوم.,2
كانت أول يوم ل Erina في وظيفتها الجديدة اليوم.,أثنى رئيسها الجديد على أدائها.,أخذت Erina فترات راحة كثيرة جدًا في اليوم الأول.,أعطت Erina كل شيء واستطاعت أن تعمل بشكل جيد.,2
