question,option_a,option_b,option_c,option_d,answer
"قال المعلم المسؤول عن الفصل لطالب ممتاز إن السبب في تحقيقك لهذه النتائج الجيدة يرجع بشكل رئيسي إلى أن لدي خطة تعليمية جيدة.
أي مما يلي ، إذا كان صحيحًا ، سيُقوّض بشدة بيان المعلم؟",السبب الداخلي هو أساس التغيير، والسبب الخارجي هو شرط للتغيير.,معظم الطلاب الآخرين في الفصل غير جيدين في التعلم.,في فصل آخر، هناك طلاب جيدون جدًا في التعلم، وهو ليس معلمًا للفصل.,دعا والدا هذا الطالب المتميز عالمًا مشهورًا لتعليم الطالب.,ب
"منذ سنوات، نجا مرضى السرطان في المتوسط لمدة 5.4 سنوات بعد اكتشاف المرض، والآن وصلت إلى 6.7 سنوات. هذا يدل على أن تحسين المستوى الطبي قد أطال من وقت بقاء مرضى السرطان على قيد الحياة.
الاستنتاج أعلاه يعتمد على أي من الافتراضات التالية؟",عدد المرضى الذين تلقوا العلاج منذ 10 سنوات مماثل للعدد الحالي.,لم يكن هناك العديد من الناس الذين اشتروا التأمين الطبي قبل 10 سنوات كما هم الآن.,كان مستوى تكنولوجيا تشخيص السرطان منذ 10 سنوات قريبًا من المستوى الحالي.,لم يكن هناك أي تغيير في أنواع المهن للمصابين بالسرطان في السنوات العشر الماضية.,ج
"في نهاية الحرب العالمية الثانية، وصل عدد النساء في سن الإنجاب في بلد ما إلى أدنى نقطة. وبعد عشر سنوات من انتهاء الحرب العالمية الثانية، في منتصف الخمسينيات، كان متوسط عدد الأطفال في الأسرة الواحدة يبلغ 4.5 أطفال. ووصل عدد النساء في سن الإنجاب في البلاد إلى أعلى مستوى له على الإطلاق منذ عشر سنوات، وأصبح متوسط عدد الأطفال في الأسرة حاليًا 1.82 فقط.
ما هي الاستنتاجات التي يمكن استخلاصها مما سبق؟",الحرب تتعلق بالخصوبة.,الحرب لا علاقة لها بالخصوبة.,عدد النساء في سن الإنجاب لا علاقة له بمعدل الخصوبة.,معدل الخصوبة لا يتناسب بشكل مباشر مع عدد النساء في سن الإنجاب.,د
"على مدى السنوات الثلاثين الماضية، استمر عدد الطلاب الجامعيين في بلد ما في الزيادة، ولكنه يقل عن معدل نمو إجمالي عدد السكان.
أي مما يلي يتعارض مع المعلومات أعلاه؟",على مدى السنوات الـ 30 الماضية، ارتفعت نسبة طلاب المدارس الإعدادية في البلاد.,على مدار الثلاثين عامًا الماضية، لم تتغير نسبة طلاب الجامعات في إجمالي عدد سكان البلاد.,خلال الثلاثين عامًا الماضية، ارتفعت نسبة المعلمين الجامعيين في إجمالي عدد سكان البلاد بسرعة.,على مدى السنوات الـ30 الماضية، انخفض عدد طلاب الجامعات في البلاد من 23% إلى 21%.,ب
"مسئولو اتحاد كرة القدم؟ ""مثل غالبية المشجعين، نحن حريصون على معاقبة أولئك الذين يطلقون صافرات سوداء الذين يقبلون الرشاوى. ولكن مكافحة الصافرات السوداء يجب أن تعتمد على الحقائق وليس التخمين، وإلا سيكون هناك حالات ظلم وظلم زائف. في هذه الحالة، يجب أن يكون التخمين فيما إذا كان بعض الحكام صافرات سوداء أم لا مبنيًا على ظواهر معينة.""
أي مما يلي، إذا كان صحيحًا، سيُضعف بشكل فعال حجة مسئولو اتحاد كرة القدم؟",الحكم الذي يُعتقد أنه صافرة سوداء عادة ما يظهر نوعًا من الظلم في ميدان كرة القدم.,الحكم الذي يٌُشتبه في كونه حكم صفارة سوداء قد يكون بالفعل صفارة سوداء.,الحكم الذي يُعتقد أنه صافرة سوداء ليس بالضرورة صافرة سوداء.,العملية العامة للكشف عن قضايا الرشوة هي؟ التخمين الأول بناءً على الظاهرة، ثم العثور على أدلة بناءً على التخمين.,د
"من المستحيل أن يقول جميع الشهود الحقيقة.
إذا كانت العبارة السابقة صحيحة، فأي من العبارات التالية يجب أن تكون صحيحة؟",يجب على جميع الشهود عدم قول الحقيقة.,بعض الشهود يقولون الحقيقة.,بعض الشهود لا يقولون الحقيقة.,جميع الشهود في القضايا الجنائية يقولون الحقيقة.,ج
"ريش الطاووس الذكر الجميل يجذب بشكل رئيسي إناث الطاووس، ولكن لا أحد يعرف أن الريش الجميل مع التفاني يمكن أن يكون له ميزة تنافسية في المغازلة. أحد التفسيرات هو أن الطاووس الأنثوي يفضل أن يكون طاووسًا ذكرًا ذو ريش جميل.
أي من العبارات التالية يصف بدقة الخطأ في الاستدلال أعلاه؟",الخصائص النموذجية التي تنتمي إلى البشر تُنسب إلى الحيوانات.,تعميم الاستنتاج بأن نوعًا معينًا من الأشياء صحيح على جميع أنواع الأشياء.,هذا التفسير يستخدم فرضية لا يمكن من حيث المبدأ إثبات أنها صحيحة أو خاطئة.,خذ الظاهرة التي تحتاج إلى تفسير كتفسير لتلك الظاهرة.,د
"هو إما عامل أو إطار.""
الحكم أعلاه هو الوضع التالي؟",لا يهم إن كان هذا صحيحا أم خاطئا.,بجد.,مزيف.,إما أنه صحيح أو أنه خاطئ.,د
"من المستحيل على جميع سكان هونغ كونغ التحدث بالماندراين.
أي الأحكام التالية لها أقرب معنى للحكم أعلاه؟",ربما يتحدث جميع سكان هونغ كونغ الماندرين.,ربما لا يتحدث جميع سكان هونغ كونغ الماندرين.,حتماً ليس كل الناس في هونغ كونغ يتحدثون الماندراين.,يجب ألا يتحدث بعض سكان هونج كونج الماندراين.,د
"ازرع نفس الكمية من شتلات الخيار في البيوت المحمية التجريبية، استخدم ملح المغنيسيوم في الدخان الأول ولكن لم يضاف في الثانية. أنتج الأول 10 كجم من الخيار والثاني أنتج 5 كجم. نظرًا لعدم استخدام أي شيء سوى الماء في البيوت المحمية ، يجب أن يكون المحصول الأعلى للبيوت المحمية  بسبب أملاح المغنيسيوم.
أي مما يلي ، إذا كان صحيحًا ، يضعف الحجة بشكل خطير؟",هناك كمية صغيرة من المغنيسيوم في تربة الدواخل الزراعية التجريبية.,في الدفئة التجريبية الثالثة، تم تطبيق سماد عالي النيتروجين ولكن لم يضاف ملح المغنيسيوم، وتم إنتاج 7 كجم من الخيار.,تم زراعة أربعة أصناف مختلفة من الخيار في كل من البيوت الزجاجية التجريبية.,جودة التربة وأشعة الشمس في البيوت الزجاجية التجريبية تختلف بين البيوتتين.,د
