#,ID,Source,Country,Group,Subject,Level,Question,BackStory,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
23,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا رأى ليلي في الصندوق قبل أن يغادر؟,كانت شياولي وليلي يسيران في الردهة، رأيا الخزانة والصندوق، وجدا سترات وكنزات صوفية في الخزانة، غادر ليلي الردهة، ونقلت شياولي السترات والكنزات الصوفية إلى الصندوق.,,D,سترة,كتاب,صندوق,لم ير شيئًا,,False
24,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد عودة لِي لِي إلى الردهة، هل يعرف لِي لِي مكان وجود السُترات بلا أكمام الآن؟,يتجول شيَاوْلي ولِي لِي في الردهة، فيُشاهدان الخزانة والصندوق. يجِدان سُترات صُوفية وسُترات بلا أكمام داخل الخزانة. يغادر لِي لِي الردهة، بينما تنقل شيَاوْلي السُترات الصُوفية والسُترات بلا أكمام إلى الصندوق.,,D,يعرف، في الحقيبة الجلدية,يعرف، في الصندوق,يعرف، في الخزانة,لا يعرف,,False
25,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا يرى لي لي في حقيبة اليد؟,يويو ولي لي يتجولان في القبو. يريان حقائب ظهر وحقائب يد، وداخل حقيبة الظهر، يجِدان جزرًا. يغادر لي لي القبو، وتنقل يويو الجزر إلى حقيبة اليد.,,D,سترة,جزر,صندوق,لا يرى شيئًا,,False
26,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد عودة لي لي إلى القبو، هل يعرف مكان وجود الجزر الآن؟,يويو ولي لي يتجولان في القبو. يريان حقائب ظهر وحقائب مستندات، وداخل حقيبة الظهر يجدان جزرًا. يغادر لي لي القبو، وتنقل يويو الجزر إلى حقيبة المستندات.,,D,يعرف، في حقيبة المستندات,يعرف، في الحقيبة الأخرى,يعرف، في حقيبة الظهر,لا يعرف,,False
27,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا يوجد في حقيبة اليد في نهاية القصة؟,يتجول تشانغ وي وشياو مينغ بلا هدف في المكتبة، يريان حقيبة سفر وحقيبة يد، يجِدان في حقيبة السفر كنزة صوفية وسترة، يغادر شياو مينغ المكتبة، ينقل تشانغ وي الكنزة الصوفية إلى حقيبة اليد.,,D,كنزة صوفية,كتاب,سترة,لا شيء,,False
28,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد عودته إلى المكتبة، هل يعرف شياو مينغ مكان الكنزة الآن؟,يتجول تشانغ وي وشياو مينغ بلا هدف في المكتبة، يريان حقيبة سفر وحقيبة يد. يجِدان كنزة وسترة في حقيبة السفر. يخرج شياو مينغ من المكتبة، وينقل تشانغ وي الكنزة إلى حقيبة اليد.,,D,يعرف، في حقيبة السفر,يعرف، في حقيبة اليد,يعرف، في حقيبة السفر,لا يعرف,,False
29,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا يرى شياو مينغ في خزانة التخزين؟,يتجول شياو وانغ وشياو مينغ في المزرعة، يريان سلة وخزانة تخزين، يجدان معطفًا وقفازات في السلة، يغادر شياو مينغ المزرعة، وينقل شياو وانغ المعطف إلى خزانة التخزين.,,D,لا يرى شيئًا فيها.,خزانة تخزين.,معطف.,قفازات.,,False
30,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد عودة شياو مينغ إلى المزرعة، هل يعرف شياو مينغ مكان المعطف الآن؟,يتنزه شياو وانغ وشياو مينغ حول المزرعة، ويشاهدان سلة وخزانة، ويجدان معطفًا وقفازات في السلة، يغادر شياو مينغ المزرعة، ينقل شياو وانغ المعطف إلى الخزانة.,,D,يعرف، في السلة,يعرف، في الخزانة,يعرف، في السلة,لا يعرف,,False
31,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ما الذي يمكن أن يكون شياو قانغ قد رآه داخل الخزنة؟,يتجول شياو لي وشياو قانغ في الحانة، يريان صندوقًا وخزنة. يجِدان زجاجة وإبريق شاي في الصندوق. يغادر شياو قانغ الحانة قبل أن ينقل شياو لي الزجاجة إلى الخزنة، لذلك لم يرَ ما بداخلها.,,A,زجاجة,إبريق شاي,خزنة,لا شيء,,False
32,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد عودة شياو قانغ إلى الحانة، هل يعرف شياو قانغ مكان وجود الزجاجة الآن؟,يتجول شياو لي وشياو قانغ في أرجاء الحانة، يريان صندوقًا وخزنة، يعثران على زجاجة وإبريق شاي في الصندوق، يغادر شياو قانغ الحانة، وينقل شياو لي الزجاجة إلى الخزنة.,,A,لا يعرف,يعرف، في الصندوق,يعرف، في الخزنة,لا يستطيع التخمين,,False
33,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا يرى شياو بي في الدولاب؟,كانت شياو هونغ وشياو بي تتجولان في البنك، وتستكشفان الخزائن والدواليب. وجدتا أوشحة وقفازات في الخزانة. غادر شياو بي البنك، بينما نقلت شياو هونغ الوشاح إلى الدولاب.,,A,وشاح,لا يرى,خزانة,قفازات,,False
34,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد عودة سالم إلى البنك، هل يعرف سالم مكان الوشاح الآن؟,كانت ليلى وسالم يتجولان في البنك، وشاهدا الخزائن والدواليب. وجدا أوشحة وقفازات في الخزائن. غادر سالم البنك، ونقلت ليلى الوشاح إلى الدولاب.,,A,لا يعرف,يعرف، في الحقيبة,يعرف، في الخزانة,يعرف، في الدولاب,,False
35,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا رأى تشانغ وي في الصندوق؟,يتنزه شياو مينغ وتشانغ وي في الردهة، فيَرَون حقيبة يد وصندوقًا. يجدان إسفنجة وخرقة في الحقيبة، ثم يغادر تشانغ وي الردهة، وينقل شياو مينغ الإسفنجة إلى الصندوق.,,B,إسفنجة,لم ير شيئًا في الصندوق,صندوقًا,خرقة,,False
36,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد عودة تشانغ وي إلى القاعة، هل يعرف مكان الإسفنجة الآن؟,تجول شياو مينغ وتشانغ وي في القاعة، فرأيا حقيبة يد وصندوقًا. وجدا في الحقيبة إسفنجة وخرقة. غادر تشانغ وي القاعة، بينما نقل شياو مينغ الإسفنجة إلى الصندوق.,,B,يعرف، في حقيبة اليد,لا يعرف,يعرف، في الصندوق,يعرف، في الخزانة,,False
37,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا رأى شياو لي في السلة؟,يتجول شياو بي وشياو لي في موقف السيارات، فيشاهدان صناديق وسلالًا. يجدان موزًا وتفاحًا في أحد الصناديق. ثم يغادر شياو لي موقف السيارات، بينما ينقل شياو بي الموز إلى السلة التي كانت فارغةً.,,A,موز وتفاح,موز,تفاح,لا يرى شيئًا,,False
38,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,بعد ما رجع شياو لي لموقف السيارات، هل يعرف وين الموز موجود الآن؟,كان شياو بي وشياو لي يتمشيان في موقف السيارات. رأوا صناديق وسلال. وجدوا موزًا وتفاحًا في أحد الصناديق. ثم غادر شياو لي موقف السيارات. قام شياو بي بنقل الموز إلى السلة.,,A,لا يعرف,يعرف، في الصندوق,يعرف، في حقيبة اليد,يعرف، في السلة,,False
39,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا سيجد شياو مينغ إذا فتح الحقيبة؟,"وجد شياو قانغ حقيبة يد في غرفة النوم، وكان الملصق على الحقيبة يحمل كلمة ""ملفوف""، لم يتمكن شياو قانغ من رؤية ما بداخل الحقيبة، ففتح شياو قانغ الحقيبة ووجد قبعة، لم يكن هناك ملفوف داخل الحقيبة، أغلق شياو قانغ الحقيبة وأعادها إلى مكانها. دخل شياو مينغ غرفة النوم ورأى الحقيبة.",,A,لا شيء,ملفوف,كوسة,قبعة,,False
40,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,عاد شياو مينغ إلى غرفة النوم، هل يعرف الآن ما في الحقيبة اليدوية؟,عثر شياو قانغ ومينغ على الحقيبة اليدوية في غرفة النوم، ففتحاها فوجدا قبعة. غادر مينغ غرفة النوم. أخرج شياو قانغ القبعة من الحقيبة، وأغلق الحقيبة وأعادها إلى مكانها.,,C,هو يعلم، ذرة,هو يعلم، ملفوف,هو لا يعلم,هو يعلم، قبعة,,False
41,1,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,ماذا يرى شياو لي؟,"وجد شياو مينغ صندوقًا في المرآب. الملصق على الصندوق يشير إلى ""قبعات"". لم يتمكن شياو مينغ من رؤية ما بداخل الصندوق. فتح شياو مينغ الصندوق فوجد دفتر ملاحظات. لم تكن هناك قبعات داخل الصندوق. أغلق شياو مينغ الصندوق وأعاده إلى مكانه. دخل شياو لي المرآب ورأى الصندوق.",,B,دفتر ملاحظات,لا يرى شيئًا,قبعة,وشاح,,False
42,2,Percepts-Knowledge Links.jsonl,,,Percepts-Knowledge Links,,عادت شياو لي إلى المرآب، هل تعرف شياو لي المكان الحالي لوجود دفتر الملاحظات الآن؟,"عثر شياو مينغ وشياو لي على الصندوق في المرآب، وكان على الصندوق ملصق مكتوب عليه ""قبعة""، فتح شياو لي وشياو مينغ الصندوق ووجدا دفتر ملاحظات ولم يجدا القبعة. غادرت شياو لي المرآب، وأخرج شياو مينغ دفتر الملاحظات ووضعه في حقيبته وأغلق الصندوق وأعاده إلى مكانه الأصلي.",,B,هي تعرف، في الصندوق,هي لا تعرف,هي تعرف، في الحقيبة,هي تعرف، عاد إلى المرآب,,False
