observation_1,observation_2,hypothesis_1,hypothesis_2,label
أعطاه صديق راندي الاتجاهات إلى منزله.,رأى راندي المنزل لكنه استمر في القيادة ولم يعد.,لقد أخذت الاتجاهات راندي عبر جزء كبير من المدينة.,كان المنزل به نوافذ خشبية وكان يبدو سيئًا.,2
كنت أقود سيارتي على الطريق السريع عندما تعطلت سيارتي فجأة.,اتضح أن التأمين الخاص بي غطى شاحنة السحب وكان الباقي رخيصًا!,كنت قلقًا بشأن كيفية السحب.,اتصلت بشركة التأمين الخاصة بي لمعرفة ما إذا كان بإمكاني الحصول على المساعدة.,2
كانت تيا في الكلية وذهبت إلى منزلها لقضاء العطلة.,قبل أن تغادر أخبرها والدها أنهم سيحصلون على الطلاق.,تناولت تيا العشاء مع والديها.,اعتقدت تيا أن هناك شيئًا جيدًا بين والديها.,1
كانت والدة جو تلح عليه باستمرار لربط رباط حذائه.,وبينما كان مستلقيا في أسفل الدرج، تمنى لو أنه استمع.,تعثر جو على الدرج وكان حذائه غير مربوط.,ربطهم جو وسقط على الدرج.,1
نيتا كانت تلعب الرمي مع والدها.,كانت نيتا سعيدة جدًا لأنها تغلبت أخيرًا على والدها في لعبة الرمي.,تدربت نيتا على لعب الرامي مع كلب.,لم تكن نيتا قادرة على التغلب على والدها أبدًا.,2
كان لدى فريد وظيفة في المعرض لملء البالونات.,انفجر البالون في وجهه!,رأى فريد طفلاً يقترب منه ومعه دبوس.,فريد يملأ بالونًا واحدًا صغيرًا جدًا.,1
كان والد سامانثا يعلمها دائمًا كيفية الاعتماد على نفسها.,كانت سامانثا ممتنة للغاية لأنها تمكنت من العودة إلى المنزل بأمان.,وجدت سامانثا بعض الأصدقاء الذين أعطوها توصيلة.,كان لديها إطار مثقوب وقامت بتغييره.,2
لقد استخدمت بيت الشجرة المدمر لبناء حصن.,الحصن الجديد أفضل بمرتين من بيت الشجرة القديم.,سقطت الشجرة على حصني.,لقد كان الحجم المناسب.,2
كان على مايك أن يذهب إلى الطبيب.,جاءت جميع نتائج تحاليل الدم سليمة وشعر بالارتياح.,كان مايك يخضع لسحب الدم لأنه كان بحاجة إلى فحص روتيني.,اشتكى مايك من ألم في كليتيه.,2
اعتقد الجميع أن لعب روكي للهوكي أمر مضحك.,حسنًا، يفضل روكيت مصطلح مهندس الفضاء الجوي.,كان روكي جيدًا جدًا في لعب الهوكي.,كان روكي عالمًا في مجال الصواريخ، وكان يكره الصواريخ.,1
كان أرنولد خائفًا من الفتيات.,لقد كاد أن يغمى عليه.,رأى أرنولد صبيًا.,في أحد الأيام، جاءت فتاة لتعانقه.,2
أراد بوبي البالغ من العمر ست سنوات الحصول على قطة بشدة.,لقد شعر بوبي بفرحة غامرة عندما قالت له والدته أن القطة يمكنها البقاء.,وجد بوبي قطة في الحديقة.,توسل بوبي إلى والدته للحصول على قطة برية.,1
كان هناك زوج فريد من الصنادل لوبوتان كان لا بد أن تمتلكه لوسي.,وأخيرًا، بالصدفة، عثرت على زوج.,لقد بحث لاكي عنهم في أحد المتاجر.,بحثت لوسي عن الصنادل في كل مكان، لكنها لم تتمكن من العثور عليها أبدًا.,2
أنا وأبي نحب البحث عن الديدان.,قرر والدي وأنا بيع بعض الديدان واستخدام الباقي للصيد.,نحن نحب الذهاب للصيد.,لقد وجدنا واحدا منهم في الفناء الخلفي.,1
قررنا الانتقال إلى مدينة جديدة العام المقبل.,ستكون مغامرة ممتعة.,لقد أصبحنا نحب هذه المدينة.,لقد سئمنا من هذه المدينة.,2
لقد سرقت هيذر هاتف رايان.,انتزع رايان هاتفه وأبلغ عن هيذر للإدارة.,كان رايان غاضبًا من كيم لسرقة هاتفه.,أبقت هيذر الهاتف بعيدًا عن رايان.,2
تريسي إي وارن يحافظ على نظافة منزله أكثر من أي امرأة.,وأخيرًا سألته وقال إنه لديه خادمة والآن أعرف.,يقضي تريسي أيامه في التنظيف والغسل.,سألته كيف هو نظيف هكذا؟,2
كانت كيا تحاول أن تكون نباتية.,وبعد فترة قصيرة، أصبح كونك نباتيًا أمرًا سهلاً.,تعلمت كيا العديد من وصفات شرائح اللحم الجديدة.,في البداية كان الأمر صعبًا، لكنها صمدت.,2
لقد اشتريت اليوم نظام الألواح الشمسية لمنزلي.,آمل أن يتمكن النظام من تمويل نفسه خلال عشر سنوات.,كان النظام مكلفًا للغاية للتثبيت.,هذا الشهر، فاتورة الكهرباء الخاصة بي كانت ضعف ما كانت عليه.,1
والداي يعيشان على بعد بضعة مبانٍ مني.,بطريقة ما كان هناك مساحة كافية وكان الأمر ممتعًا للغاية.,لقد تناولنا جميعًا العشاء في منزلي الكبير.,لقد تناولنا جميعًا العشاء في منزلي الصغير.,2
أرسلت ليلي طاولة جميلة لحفلة العشاء الخاصة بها.,ولم تخبر أحدا أن القطة كانت تلعقها.,لم يكن هناك أي طعام على الطبق.,كانت هناك قطعة من اللحم على طبق.,2
علقت هيلين الجورب على السور.,ولقد وضع أحدهم هدايا في جوربه!,ذهبت هيلين إلى المتجر.,ذهبت هيلين للنوم.,2
أراد تيم إرسال هدية إلى والدته في ولاية مختلفة.,ترك تيم اعتذارًا في البريد الصوتي لها ووعد بالاتصال بها لاحقًا.,نسي تيم الهدية في سيارته حتى بعد عيد ميلادها.,أدرك تيم أن الأمر لن يستغرق وقتًا طويلاً قبل عيد ميلادها.,1
تم القبض على جريج بتهمة القتل غير العمد.,لقد تمت إدانة جريج.,لم يتصل جريج بالشرطة على الفور.,قدم محامي جريج قضية دفاع مقنعة.,1
لم يتمكن جو من تذكر عنوانه.,وبعد ذلك تذكره دائمًا.,لم يتمكن جو من توصيل البيتزا.,لقد اخترع قافية تحتوي على رقم هاتفه.,1
نادية تحتاج إلى أحذية باليه جديدة.,بعد عرضها الراقص الأول، ردت له الجميل.,أهدتها صديقة نادية المال لشراء حذاء جديد.,اشترى أحد الأصدقاء لنادية زوجًا.,2
كان مايكل يحب لعب كرة السلة، لكنه لم يكن جيدًا جدًا.,لقد انضم للفريق وأصبح نجمًا.,قرأ ماثيو قواعد كرة السلة وتدرب على اللعبة.,لقد تدرب وحاول الحصول على الدور.,1
كان مايك لاعب شطرنج رائعًا.,فاز جوزيف في لعبة الشطرنج وشعر مايك بالتواضع.,دخل مايك في مسابقة بالشراكة مع جوزيف.,استطاع جوزيف أن يقول أن مايك كان يلعب بثقة مفرطة.,2
كانت ليزا ذاهبة إلى المنزل.,في اليوم التالي، افتقدت لوسي ليزا عندما رأت رسوماتهما.,تم إيقاف جميع الرحلات الجوية ولم تتمكن ليزا من المغادرة لمدة يومين.,شاركت لوسي اللوازم في درس الفن مع ليزا، وأصبحوا مرتبطين ببعضهم البعض.,2
كانت مارثا طاهية سيئة وصديقها يعلم ذلك.,وبعد فترة من الوقت، أصبح كل ما طهته مارثا لذيذًا.,سجل صديق مارثا نفسه في دروس الطبخ.,عملت مارثا بجد لتعلم بعض الوصفات.,2
كانت لوسي في المنزل تنتظر زوجها.,كان زوج لوسي متحمسًا ومتشوّقًا.,لم يكن زوجها يتوقع أن تكون لوسي في المنزل بعد.,لم تستطع الانتظار لتخبره أنها تريد الطلاق.,1
كانت كلسي جديدة في المدرسة وأرادت تكوين صداقات جديدة.,كانت لوسي سعيدة لأنها تمكنت من الحصول على صديق أفضل أخيرًا.,التقى كلسي وتوماس في المدرسة.,رأت كيلسي أن لوسي كانت تقرأ نفس الكتاب الذي كانت تقرأه.,2
