question,option_a,option_b,option_c,option_d,answer
"يتواجد ثلاثة أشخاص في المؤتمر هم محبي كرة القدم، وأربعة منهم من أصل آسيا، واثنان منهم يابانيان، وخمسة منهم رجال أعمال. 
كانت النقطة السابقة تتناول جميع المشاركين في الحدث، بما في ذلك اليابانيين بدون رؤساء أعمال. 


فعدد الأشخاص المشاركين في الحدث هو؟",حتى 14 شخصاً، على الأقل 5 أشخاص.,حتى 14 شخصاً، على الأقل 7 أشخاص.,حتى 12 شخصاً وحدود 7 أشخاصاً.,حتى 12 شخصاً، على الأقل 5 أشخاص.,س
"لا أكون في مكان الجريمة. إذا كنت هناك، فلا أرتكب خطيئة. إذا ارتكبت جريمة، فإنه يجب أن يكون ذلك نتيجة لعدم وعيي. 
ما الذي يُشبه هذا الحجة أكثر؟",أنا أكل دجاج أو سمك أو دجاجة. إذا لم أكل دجاج، فإني يجب أن أكل سمك أو دجاجة. إذا لم أكل دجاجة، فإني يجب أن أكل سمك.,لا أโกه. إذا كنت أكون كاذبا، فإني يجب أن أكون مجبرا. إذا كنت مجبرا على الكذب، فإن المسؤولية ليست علي.,"لا أستعير كتابك. إذا استعرتُه، لما أدمره. إذا أدمرتُه، كان ذلك بسبب عدم احتياطي. 
 لم أكن سأدمره إذا كنت احتياطيًا.",كانت تُنجز واجباتها كل يوم في الموعد المحدد. إذا لم تنجز واجباتها، فلا تُستريح. إذا استريحَت، فذلك بسبب واجباتها.,س
"قال المعلم المسؤول عن الفصل لطالب ممتاز أن السبب الرئيسي لتحقيقك نتائج جيدة كان بسبب أني أمتلك خطة تدريسية جيدة.
ما الذي، إذا كان صحيحًا، سيؤكد أقوى على بيان المعلم.",الحال الداخلية هي أساس التغيير، والسبب الخارجي هو الشروط للتحول.,معظم الطلاب الآخرون في الفصل ليسوا ماهرين في التعلم.,في فصل آخر، هناك طلاب يتعلمون بشكل جيد، و هو ليس معلمًا في الفصل.,دعا والدي هذا الطالب المتميز أحد العلماء المشهورين ليعلم الطالب.,ب
"سنة 5.4 قبل عامين، كان متوسط العمر المتوقع لمرضى السرطان بعد اكتشاف المرض 5.4 سنة، و الآن وصل إلى 6.7 سنة. وهذا يظهر أن تحسن مستوى الرعاية الصحية قد تمديد فترة العمر المتوقع لمرضى السرطان.
يعتمد الاستنتاج السابق على哪 من التالي الافتراضات؟","حسناً، عدد المرضى الذين تلقوا العلاج قبل 10 سنوات هو مماثل للعدد الحالي. 
",كان هناك عدد أقل من الأشخاص الذين اشتروا تأمين صحية قبل 10 سنوات مقارنة باليوم.,كان مستوى تقنيات تشخيص السرطان قبل 10 سنوات قريبًا من المستوى الحالي.,لم يكن هناك أي تغيير في أنواع الأمراض المهنية للمرضى المصابين بالسرطان خلال 10 سنوات الماضية.,س
"في نهاية الحرب العالمية الثانية، وصلت النساء في سن الإنجاب في بلد إلى نقطة منخفضة. بعد عشر سنوات من نهاية الحرب العالمية الثانية، في منتصف الخمسينيات، كان العائلة المتوسطة لديها 4.5 طفلاً. بلغ عدد النساء في سن الإنجاب في البلاد ذروته في السنوات العشر الماضية، وتبلغ العائلة المتوسطة حاليًا فقط 1.82 طفلاً.
ماذا يمكن استنتاج من السابق؟",الحرب مرتبطة بالخصوبة.,الحرب ليست لها علاقة بالخصوبة.,عدد النساء في سن الإنجاب لا علاقة له بالسعر الإنجابي.,ليس هناك علاقة مباشرة بين معدل النمو السكاني ومعدل عدد النساء في سن الإنجاب.,د
"في الماضي 30 عامًا، زادت عدد الطلاب الجامعيين في بلد ما، ولكنها أقل من معدل النمو في السكان الإجمالي.
أي مما يلي يتناقض مع المعلومات السابقة؟",في الفترة الماضية 30 عامًا، زادت نسبة الطلاب في المرحلة الثانوية في البلاد.,في الماضي 30 عامًا، لم يتغير النسبة المئوية لطلاب الجامعات في إجمالي سكان البلاد.,في الماضي 30 عامًا، زادت نسبة المعلمين الجامعيين في إجمالي سكان البلاد بسرعة.,على مدار 30 عامًا، انخفض عدد الطلاب الجامعيين في البلاد من 23% إلى 21%.,ب
"officialات الاتحاد لكرة القدم؟ ""كما معظم مشجعي، نحن نرغب في عقاب الذين يرتدون الحذاء الأسود الذين يقبلون الرشوة. لكن القضاء على الذين يرتدون الحذاء الأسود يجب أن يعتمد على الحقائق وليس التخمين، وإلا سوف يكون هناك حالات من الخطأ والخطأ الخاطئ. في هذه الحالة، يجب أن يكون التخمين ما إذا كان بعض الحكام يرتدون الحذاء الأسود أم لا، يعتمد على ظواهر معينة.""


أي مما يلي، إذا كان صحيحًا، سيضعف بشكل فعال حججه الاتحاد لكرة القدم؟","حكم يُعتقد أنه حكم أسود يظهر بعض أنواع الظلم على الميدان. 
  غالبًا ما يُعتبر الحكم الأسود منحازًا أو يُظهر بعض الظلم في المباراة.","يُمكن أن يكون حكمٌ يُعتقد أنه حكم أسود هو حكم أسود. 
","لا يُعتبر المرجع الذي يُعتقد أنه صوت أسود بالضرورة صوت أسود. 
 لا يُعتبر المرجع الذي يُعتقد أنه صوت أسود بالضرورة صوت أسود.",العمليات العامة لاكتشاف حالات الرشوة هي؟  التخمين الأولي بناءً على الظاهرة، ثم العثور على أدلة بناءً على التخمين.,د
"لا يمكن أن تكون جميع الشهود صادقين.
إذا كانت هذه الفرضية صحيحة، فإذا哪 من الفرضيات التالية يجب أن تكون صحيحة؟",يجب أن لا يصدق أي شاهد.,يخبر بعض الشهود بالحقيقة.,يُعتقد أن بعض الشهود لا يرون الحقيقة.,يشهد جميع الشهود في القضايا الجنائية بالحقيقة.,س
"يُعتقد أن أجنحة الذكور من التدرج تُجذب الإناث، لكن لا أحد يعرف أن الأجنحة الجميلة مع الحب يمكن أن يكون لها ميزة تنافسية في التزاوج.  واحدة من الإجابات هي أن الإناث تفضل أن تكون ذكورًا مع أجنحة جميلة. 




من بين الإجابات التالية، التي من شأنها أن توضح الخطأ في الاستدلال أعلاه؟",يُعتبر السلوك البشري العادي هو الخاصية المُتعلقة بالحيوانات.,"تعميم النتيجة أن شيء معين صحيح لجميع الأشياء. 
 يمكن أن يؤدي هذا إلى استنتاجات غير صحيحة.",هذه التفسيرات تستند إلى فرضية يمكن في النظرية أن تكون لا يمكن إثبات صحتها ولا مردودية الكذب.,يجب أن نأخذ الظاهرة التي تحتاج إلى تفسيرها كتفسير تلك الظاهرة.,د
"هو worker أو cadre.""
هذا الحكم في الحالة التالية؟",لا يهم إذا كان صحيحًا أم خطأ.,إنه أمر حقيقي.,مزيف.,أو صحيح أو خطأ.,د
"لا يمكن أن يتحدث جميع الناس في هونغ كونغ بالصينية المандارينية.
أي حكم من الحكمات التالية يحتوي على معنى أقرب إلى الحكم السابق؟","ربما يتحدث جميع الناس في هونغ كونغ الماندارين. 
",ربما لا يتحدث جميع سكان هونغ كونغ mandarin.,لا يوجد كل الناس في هونغ كونغ الذين يتحدثون الماندرين.,يجب أن لا يتحدث بعض الناس في هونغ كونغ الماندارين.,د
