input,golds,options,preds,probs
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يمكن إدراج السيارات بالدفع اذا كان صندوق النقلات عادي وبها دبرياج.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.12786719 0.87213284]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: أولوية المرور في تقاطعات الطرق التي دخلت فعلًا في تقاطع الطرق دون غيرها من المركبات التي لم تدخل التقاطع.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.15918101 0.840819  ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: فوجئت بسيارة تخرج من شارع جانبي وتحاول قطع الطريق أمامك. فماذا تفعل؟
أ- تركن السيارة لإبلاغ أقرب نقطة مرور
ب- تسمح له بالمرور
ج- توضح لصاحب السيارة أن هذا طريقك

إجابة: ",1,"['أ- تركن السيارة لإبلاغ أقرب نقطة مرور', 'ب- تسمح له بالمرور', 'ج- توضح لصاحب السيارة أن هذا طريقك']",ج,[0.0384565  0.4669598  0.49458367]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يمكن القيادة بأمان رغم تعاطي عقاقير طبية مخدرة إذا كان الطبيب أوصى بها.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.12796251 0.8720375 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: عند تغيير زيت المحرك يجب أن يكون المحرك بارد.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.12591721 0.87408286]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يجب أن يكون مستوى مياه التبريد في خزان التمدد (القربه) والسيارة باردة...
أ- ممتلئ على آخره
ب- فارغ تماما
ج- فوق العلامة السفلى

إجابة: ",2,"['أ- ممتلئ على آخره', 'ب- فارغ تماما', 'ج- فوق العلامة السفلى']",ج,[0.03996206 0.2808186  0.67921925]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: مركبات الطوارئ المعتمدة هي: الإطفاء - الإسعاف - الدفاع المدني - الشرطة.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.19588579 0.8041142 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: نقل سرعة الرجوع للخلف أثناء سير السيارة للأمام يسبب تلف صندوق التروس اليدوي.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.16513625 0.8348638 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يحظر استعمال آلات التنبيه بالمناطق المأهولة بالسكان من منتصف الليل حتى السادسة صباحًا.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.11569418 0.88430583]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: ليس من الضروري إعطاء النور المنخفض للسيارات التي تسير خلفها طالما أنها تسير في نفس اتجاهك.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.17903829 0.8209617 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يجب على قائد السيارة شد فرامل اليد عند الوقوف.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.1304582 0.8695418]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: حدوث ضعف في قدرة المحرك يكون أحد أسبابه انسداد بماسورة العادم (الشكمان)
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.05776098 0.94223905]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: السرعة القانونية على الطريق الصحراوية للسيارات الملاكي هي 100 كلم / الساعة
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.11371619 0.8862838 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يجب تعشيق عصاية نقل السرعة عند نزول المنحدرات.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.12711707 0.8728829 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: عندما يضيء مبين الزيت على السرعة البطيئة وينطفئ على السرعة العالية وكان مصاحب له إرتفاع بحرارة المحرك يعني تلف الزيت أو حاجة المحرك إلى عمره.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.13063355 0.8693664 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يجوز لقائد السيارة السير برخصة تسيير منتهية في الطرق العامة.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.14251813 0.8574819 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: إن الإطار الغير مطابق للمواصفات يُعتبر قنبلة موقوتة في سيارتك.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.09035806 0.9096419 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يجب تعشيق عصا نقل السرعة عند نزول المنحدرات.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.1304211  0.86957896]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: لا يجوز التخطي على خطوط السكك الحديدية والتقطعات والكباري والأنفاق.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.15480088 0.8451991 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: يجب الضغط على دواسة الفرامل عدة مرات (تكريج) لاستعادة تأثيرها عند عطل الفرامل.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.12972799 0.87027204]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: مسموح لقائد السيارة إستعمال آلة التنبيه دائمًا دون الالتزام بالتعليمات المقررة في شأن استعمالها.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.12322202 0.87677795]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: النور المبهر ليلًا يؤدي إلى صعوبة القيادة بالنسبة لقائدي السيارات لك فقط.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.08773421 0.91226584]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: لا يجوز الوقوف بالمركبة ليلًا بدون القيام بإضاءة الأنوار الصغيرة الأمامية والأنوار الحمراء الخلفية.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.15585744 0.8441426 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: إن أحد أسباب حدوث سخونة شديدة بالعجلات وظهور الدخان منها هو نسيان فرامل اليد أثناء السير بالسيارة.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.10098335 0.8990167 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: إعطاء النور المنخفض للسيارة التي تسير أمامك ليس ضروريًّا طالما أنها تسير في نفس اتجاهك.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.22106662 0.7789334 ]
"هذا سؤال اختبار القيادة في مصر. اختر الإجابة الصحيحة!

سؤال: أثناء نزول المنحدرات يُمنع وضع عصا نقل السرعة في الوضع الحر أو الضغط على الدبرياج.
أ- العبارة صحيحة
ب- العبارة خاطئة

إجابة: ",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.13644774 0.8635523 ]
