obs1,obs2,hyp1,hyp2,gold_label_original,gold_label_letter,predicted_label_letter,is_correct,llm_raw_response
دخل دان مسابقة للأكل في مهرجان بلدته.,خسر دان المسابقة، وكان مريضًا لعدة أيام.,أكل دان الكثير من الطعام ببطء شديد، على أمل الفوز.,حاول دان أن يأكل 30 نقانق ساخنة وباردة.,2,ب,ب,True,ب
كانت صديقة ميليسا قادمة لزيارتها.,لحسن الحظ، عندما أشارت ميليسا إلى هذا، اعتذرت صديقتها.,كانت ميليسا وقحة.,أصرت صديقة ميليسا على الخروج لتناول الطعام في مكان تكرهه ميليسا.,2,ب,ب,True,ب
أعجبت معلمة نيل بتلميذتها الفنية.,أُعجبت المعلمة لأن نيل رسمت صورة أشعة سينية لحيوان.,درست نيل علم الأحياء لرسم حيوان.,قيل لنيل أن تفعل شيئًا غير متوقع.,2,ب,ب,True,ب
إيلي لم يكن يعرف كيف يربط حذاءه.,تعلم إيلي ويربط الآن مثل المحترفين.,طلب والد إيلي من إيلي أن يعلمه كيفية ربط حذائه.,طلب إيلي من والده أن يعلمه كيفية ربط حذائه.,2,ب,ب,True,ب
عندما كانت فرانسين فتاة صغيرة، كانت الحلوى المفضلة لديها هي غزل البنات.,اشترت كيسًا لتتشاركه مع أصدقائها.,كانت قلقة لشراء بعضها اليوم.,رأت فرانسين الموز للبيع في المعرض.,1,أ,ب,False,ب
ذهب بن إلى الشاطئ في يوم مشمس.,زحف بن إلى خيمته وأخذ قيلولة.,قضى بن ساعات يجلس في الشمس.,نصب بن خيمة كبيرة على الرمال لحجب الشمس.,1,أ,ب,False,ب
أراد تيلي الهروب من السجن.,تم إيقاف محاولة هروب تيلي ومعاقبته.,ركض تيلي نحو بوابة السجن في إحدى الليالي.,صاغ دوغ خطة.,1,أ,ب,False,ب
كان على سام أن يسدد ديونه على بطاقة الائتمان.,في النهاية، كسب سام ما يكفي لسداد ديونه على بطاقة الائتمان.,فقد سام وظيفته ولم يتمكن من سداد الدفعة.,قرر سام العمل في وظيفتين لسداد ديونه.,2,ب,ب,True,ب
تركت كاتي مطبخها يتسخ كثيرًا.,استخدمت المُبيض للتأكد من أنه نظيف وآمن.,أصبح المطبخ في حالة سيئة لدرجة قد ينمو فيها العفن.,كان على كاتي أن تستعجل في تنظيفه.,2,ب,ب,True,ب
أعطى صديق راندي له إتجاهات للوصول إلى منزله.,رأى راندي المنزل لكنه استمر في القيادة ولم يعد.,مرت راندي الإتجاهات عبر جزء كبير من المدينة.,كانت نوافذ المنزل مغطاة بالألواح الخشبية وبدا سيئًا.,2,ب,ب,True,ب
كنت أقود سيارتي على الطريق السريع عندما تعطلت فجأة.,اتضح أن تأمين سيارتي غطى تكاليف شاحنة القطر وكانت التكاليف المتبقية زهيدة!,كنت قلقًا بشأن كيفية قطر السيارة.,اتصلت بشركة التأمين لمعرفة ما إذا كان بإمكاني الحصول على مساعدة.,2,ب,ب,True,ب
كانت تيا في الكلية وعادت إلى المنزل لقضاء العطلات.,قبل أن تغادر، أخبرها والدها أنهما سيطلقان.,تناولت تيا العشاء مع والديها.,ظنت تيا أن شيئًا ما يبدو جيدًا بين والديها.,1,أ,ب,False,ب
ألحت والدة جو عليه باستمرار ليربط أحزمة حذائه.,بينما كان مستلقيًا في أسفل الدرج تمنى لو أنه استمع.,تعثر جو و سقط من على الدرج و أحزمة حذائه غير مربوطة.,ربطها و سقط من على الدرج.,1,أ,ب,False,ب
كانت نيتا تلعب رومي مع والدها.,كانت نيتا سعيدة للغاية لأنها أخيرًا تغلبت على والدها في لعبة رومي.,مارست نيتا لعب رومي مع كلب.,لم تتمكن نيتا أبدًا من هزيمة والدها.,2,ب,ب,True,ب
كان لفريد وظيفة في المعرض لملء البالونات.,انفجرت البالون في وجهه!,رأى فريد طفلاً يقترب مع دبوس.,ملأ فريد بالونًا واحدًا صغيرًا جدًا.,1,أ,ب,False,ب
دائمًا ما علمها والد سامانثا كيفية الاعتماد على الذات.,كانت سامانثا ممتنة جدًا لأنها تمكنت من العودة إلى المنزل بأمان.,وجدت سامانثا بعض الأصدقاء الذين أعطوها رحلة.,كانت إطارات سيارتها فارغة وقامت بتغييرها.,2,ب,ب,True,ب
استخدمت منزل الشجرة المتهدم لبناء حصن.,الحصن الجديد أفضل مرتين من منزل الشجرة القديم.,سقطت الشجرة على حصني.,كانت بالحجم المناسب.,2,ب,ب,True,ب
كان على مايك أن يذهب إلى الطبيب.,عادت جميع فحوصات الدم نظيفة وكان مرتاحًا.,كان مايك يخضع لفحص الدم لأنه كان بحاجة إلى فحص روتيني.,اشتكى مايك من ألم في كليتيه.,2,ب,ب,True,ب
اعتقد الجميع أنه كان من المضحك أن روكي لعب هوكي الجليد.,حسناً ، روكي يفضل مصطلح مهندس الفضاء الجوي.,كان روكي جيدًا جدًا في لعب هوكي الجليد.,كان روكي عالمًا صواريخ ، وكان يكره الصواريخ.,1,أ,ب,False,ب
كان أرنولد خائفًا من الفتيات.,كاد أن يفقد وعيه.,رأى أرنولد صبيًا.,ذات يوم، جاءت فتاة لتحتضنه.,2,ب,ب,True,ب
كان بوبي البالغ من العمر ست سنوات يرغب بشدة في الحصول على قطة.,كان بوبي في غاية السعادة عندما قالت والدته أنه يمكن للقطة أن تبقى.,وجد بوبي قطة في الحديقة.,توسل بوبي والدته من أجل قطة برية.,1,أ,ب,False,ب
كان هناك زوج فريد من صندل لو بوتيكن كان يجب أن تحصل عليه لوسي.,أخيرًا عن طريق الصدفة ، تعثرت على زوج.,بحث لاكي عنهم في متجر واحد.,بحثت لوسي عن الصنادل في كل مكان ، لكنها لم تتمكن من العثور عليها أبدًا.,2,ب,ب,True,ب
أنا ووالدي نحب أن نصطاد الديدان.,قررنا أنا ووالدي بيع بعض الديدان واستخدام الباقي لصيد السمك.,نحن نحب الذهاب لصيد السمك.,وجدنا واحدًا منهم في الفناء الخلفي.,1,أ,ب,False,ب
قررنا الانتقال إلى بلدة جديدة في العام المقبل.,ستكون مغامرة ممتعة.,تعلقنا بهذه البلدة.,مللنا من هذه البلدة.,2,ب,ب,True,ب
سرقت هيذر هاتف ريان.,استعاد ريان هاتفه وابلغ عن هيذر للإدارة.,كان ريان غاضبًا من كيم لسرقته هاتفه.,أبعدت هيذر الهاتف عن ريان.,2,ب,ب,True,ب
تراسي إي وارن يحافظ على نظافة منزله أكثر من أي امرأة.,أخيرًا سألته وقال لي إنه لديه خادمة والآن أعرف.,تراسي يقضي أيامه في الفرك والتنظيف.,سألته كيف هو نظيف جدًا.,2,ب,ب,True,ب
كيا كانت تحاول أن تكون نباتية.,قبل فترة طويلة، أصبحت كيا نباتية بكل سهولة.,تعلمت كيا العديد من وصفات شرائح اللحم الجديدة.,في البداية كان الأمر صعبًا، لكنها أصرت على الاستمرار.,2,ب,ب,True,ب
اشتريت اليوم نظامًا للطاقة الشمسية لمنزلي.,آمل أن يسترد النظام تكلفته في غضون عشر سنوات.,كان تركيب النظام مكلفًا للغاية.,هذا الشهر، كانت فاتورة الكهرباء الخاصة بي ضعف ما اعتدت عليه.,1,أ,ب,False,ب
والديّ يعيشان على بعد بضع كتل من الشوارع مني.,بطريقة ما كان هناك مساحة كافية وكان الأمر ممتعًا للغاية.,تناولنا جميعًا العشاء في منزلي الكبير.,تناولنا جميعًا العشاء في منزلي الصغير.,2,ب,ب,True,ب
أرسلت ليلي طاولة جميلة لحفل العشاء الخاص بها.,لم تخبر أحداً أن القط كان يلعقها.,لم يوجد أي طعام على الطبق.,كان هناك قطعة من شرائح اللحم على طبق.,2,ب,ب,True,ب
علقت هيلين الجورب على الدرابزين.,ووضع شخص ما هدايا في جوربها!,ذهبت هيلين إلى المتجر.,ذهبت هيلين إلى النوم.,2,ب,ب,True,ب
أراد تيم إرسال هدية لوالدته في ولاية أخرى.,ترك تيم اعتذارا في البريد الصوتي الخاص بها ووعد بالاتصال بها لاحقا.,نسي تيم الهدية في سيارته حتى بعد عيد ميلادها.,أدرك تيم أنه بالكاد سيصل في الوقت المناسب لعيد ميلادها.,1,أ,ب,False,ب
تم القبض على جريج بتهمة القتل غير العمد.,لذا تم إدانة جريج.,لم يتصل جريج بالشرطة على الفور.,قدم محامي جريج مرافعة دفاع مقنعة.,1,أ,ب,False,ب
لم يستطع جو تذكر عنوانه.,بعد ذلك تذكره دائمًا.,لم يستطع جو الحصول على بيتزا توصيل.,ابتكر قصيدة شعرية تشمل رقم هاتفه.,1,أ,ب,False,ب
كانت نادية تحتاج إلى أحذية باليه جديدة.,بعد عرض الرقص الأول لها، سددت له المبلغ.,أهدى صديق نادية لها المال لشراء أحذية جديدة.,اشترى صديق لنادية زوجًا منها.,2,ب,ب,True,ب
كان مايكل يحب لعب كرة السلة، لكنه لم يكن جيدًا جدًا.,لقد صنع الفريق وواصل ليكون نجمًا.,قرأ ماثيو قواعد كرة السلة ومارس اللعبة.,لقد تدرب وجرب دورًا.,1,أ,ب,False,ب
كان مايك لاعب شطرنج لا يصدق.,فاز جوزيف بلعبة الشطرنج وكان مايك متواضعًا.,دخل مايك في مسابقة بالشراكة مع جوزيف.,أدرك جوزيف أن مايك يلعب بثقة زائدة.,2,ب,ب,True,ب
كانت ليزا في طريقها إلى المنزل.,في اليوم التالي افتقدت لوسي ليزا عندما رأت رسوماتهن.,تم إلغاء جميع الرحلات الجوية، لذلك لم تتمكن ليزا من المغادرة لبضعة أيام.,شاركت لوسي لوازم في فصل الفن مع ليزا، وتقاربتا.,2,ب,ب,True,ب
