observation_1,observation_2,hypothesis_1,hypothesis_2,label
لعب نيتا رُمي مع والدتها.,كانت نيتا سعيدة للغاية لأنها فازت أخيرًا ب والدتها في رُمي.,لعب نيتا رُمي مع كلب.,لم تكن نيتا أبدًا قادرة على هز والدتها.,2
كان فريد يعمل في المهرجان لملء الهواء.,فجأة انفجر الهواء في وجهه!,رأى فريد طفلا يأتي نحوه يحمل شظية.,ملأ فريد هواءاً صغيراً أيضاً.,1
كان والد سامانثا دائمًا يُعلمها كيف تكون مستقلّة.,كانت سامانثا شاكرة للغاية لأنها استطاعت العودة إلى المنزل بأمان.,وجدت سامانثا بعض الأصدقاء الذين أعطوها سيارة.,كانت لديها عجلة مكسورة فغيرتها.,2
استخدمت شجرةً مدمرةً لبناء حصن.,كان الحصن الجديد أفضل من الشجرة القديمة مرتين.,حطت الشجرة على حصنى.,كان الحجم مناسبًا.,2
ذهب مايك إلى الطبيب.,أعادت جميع نتائج الفحوصات الدمية إلى طبيعي و كان مايك راضيًا.,كان مايك يخضع لفحوصات دمية لأنّه يحتاج إلى فحص دوري.,شكا مايك من ألم في كليّاته.,2
كان الجميع يعتقدون أن روكي كان مضحكًا عندما لعب هوكي.,نعم، تفضله روكيت تسمية مهندس الفضاء.,كان روكي ممتازًا في لعب هوكي.,كان روكي مهندس صاروخ، وكان يكره الصواريخ.,1
كان أرنولد خائفاً من الفتيات.,كان على وشك السقوط في الهشيم.,رآ أرنولد صبياً.,جاءت فتاة واحدة إليه يوماً لتحتضنه.,2
كانت هناك رغبة شديدة في Bobby ل иметь قطة في عمر ست سنوات.,كان Bobby سعيدا جدا عندما قالت أمه إن القطة يمكن أن تبقى.,وجد Bobby قطة في الحديقة.,طلب Bobby من أمه قطته البرية.,1
كانت لوسي تمتلك زوجًا فريدًا من السنادل لوبوتين.,في النهاية، استطاعت لوسي أن تجد الزوج بناءً على الصدفة.,البليس البحث عنها في متجر واحد.,لم تتمكن لوسي من العثور على السنادل في أي مكان، ولكنها استمرت في البحث.,2
أنا وأبي نحب أن نبحث عن الحشرات.,قررنا أنا وأبي بيع بعض الحشرات واستخدام الباقي للصيد.,نحن نحب أن نذهب للصيد.,وجدنا واحدًا منهم في الحديقة.,1
قررنا الانتقال إلى بلدة جديدة في العام القادم.,سيكون ذلك مغامرة ممتعة.,أصبحنا نحب هذه البلدة.,أصبحنا متعبين من هذه البلدة.,2
أخذت هيدر هاتف ريان.,استولى ريان على هاتفه مرة أخرى وابلغت إدارة الجامعة.,كان ريان غاضبا من كيم لأنها سرقت هاتفه.,حافظت هيدر على هاتف ريان بعيدا عن ريان.,2
يحافظ تراسي إي وارين على بيته نظيفاً أكثر من أي امرأة.,أخيراً سألته وأخبرني أنه لديه خادمة الآن أعرف.,يضطر تراسي إلى أن يضيع أيامَه في تنظيف وتنظيف.,سألته كيف يكون نظيفاً بهذه الدرجة.,2
حاولت كيا أن تكون فيجيتارية.,قبل أن يمر الوقت، أصبحbeing فيجيتارية أمرًا سهلاً.,تعلمت كيا العديد من الوصفات الجديدة للستيك.,في البداية كان الأمر صعبًا، لكنها تابعت.,2
اشتريت نظام панيلات شمسية للبيت اليوم.,أملًا أن يغطي النظام نفسه خلال عشر سنوات.,كان نظام التثبيت باهظ الثمن.,في هذا الشهر، كان فاتوري الكهرباء ضعف ما كان عليه عادة.,1
يعيش والدي في بضع شوارع مني.,بالطبع كان هناك مساحة كافية و كان ذلك ممتعًا.,كلنا أكلنا العشاء في بيتي الكبير.,كلنا أكلنا العشاء في بيتي الصغير.,2
أرسلت ليلي طاولة جميلة لparty dinner الخاصة بها.,لم تtell أي شخص أن القطة كانت تمسحها.,لم يكن هناك أي طعام على طبق.,كان هناك قطعة من اللحم على طبق.,2
كانت هيلين قد وضعته سترة على الحاجز.,وكان شخص ما قد وضع هدايا في سترتها!,ذهبت هيلين إلى المتجر.,ذهبت هيلين إلى النوم.,2
كانت رغبة تيم mailing هدية لامه في ولاية أخرى.,ترك تيم تبريرًا في رسالتها الصوتية ووعد بتحديد مكالمة لاحقًا.,نسي تيم الهدية في سيارته حتى بعد عيد ميلادها.,أدرك تيم أنها لن تصل في الوقت المناسب للوصول إلى عيد ميلادها.,1
أُعتقل غريغ بتهمة القتل غير العمد.,لذلك أدين غريغ.,لم يโทร غريغ للشرطة في الوقت المناسب.,حافظ محامى غريغ على دفاع قوي.,1
لا يستطيع جو أن يتذكر عنوانه.,بعد ذلك أصبح دائمًا يتذكر عنوانه.,لا يستطيع جو أن يطلب توصيل بيتزا.,خلق جو بيت شعر تضمن رقم هاتفي.,1
كانت ناديا تحتاج إلى أقدام باليه جديدة.,بعد عرضها الأول للرقص، سددها.,قدمت صديقة ناديا لها المال لشراء أقدام جديدة.,اشترى صديق ناديا زوجًا منها.,2
أحب مايكل لعب كرة السلة، لكنه لم يكن جيدًا.,أصبح عضوًا في الفريق وانتقل ليكون نجمًا.,قرأ متي قواعد كرة السلة وتمارس اللعبة.,تمارس ويدعو لنفس المهمة.,1
كان Mike لاعب شطرنج مذهلاً.,فاز جوزيف في مباراة الشطرنج وتم هزيمة Mike.,دخل Mike في مسابقة يشارك فيها مع جوزيف.,يمكن لجوزيف أن يلاحظ Mike يلعب بثقة كبيرة جداً.,2
كانت ليزا تسير إلى المنزل.,في اليوم التالي، لم تلاحظ لوسي ليزا عندما رأت رسمهما.,كانت جميع الرحلات محظورة بسبب عدم إمكانية ليزا المغادرة لمدة أيام قليلة.,شاركت لوسي المعدات في الفصل الفني مع ليزا، وبدأت في التعارف.,2
كانت مارثا طالبةً للطبخ سيئة ويعرف ذلك صديقها.,بعد فترة، أصبح كل ما طبخته مارثا لذيذاً.,اشتركت صديقة مارثا في دورة للطبخ.,عملت مارثا بجد لتعلم بعض الوصفات.,2
كانت لوسي في المنزل تنتظر زوجها.,كان زوج لوسي متحمساً ومتعباً.,لم يكن زوج لوسي ينتظر أن تكون لوسي في المنزل بعد.,لا يمكنها أن تنتظر حتى تخبره أنها تريد الطلاق.,1
كانت كلسي جديدة في المدرسة وترغب في إجراء صداقات جديدة.,كانت لوسي سعيدة لأنها استطاعت أن تحصل على صديقة أفضل أخيرًا.,لقد التقى كلسي وثوماس في المدرسة.,رأت كلسي أن لوسي كانت تقرأ نفس الكتاب الذي كانت تقرأه.,2
حفظت أموالاً لفترة طويلة.,أخرجت القارب إلى البحيرة و شعرت بالسعادة.,لدي ما يكفي من المال لشراء الطعام والشيء الإضافي.,اشتريت قطتي الأحلام.,1
كان جيك يمتلك لعبة جديدة من نوع سبيدرمان للرذاذ السilly string.,أرسلت أم دان صورًا على فيسبوك لدان مغطى بالرذاذ السilly string.,ألقى جيك لعابته الجديدة في القمامة على الفور.,قرر جيك أن دان هو الغوبلين الأخضر.,2
كانت مارجو تسير إلى عرض روكي هورور.,في النهاية، انتهى العرض.,جلست مارجو لتراقب.,غادرت مارجو العرض.,1
أحب بارري لعب البيسبول.,اشترى بارري سندويتش ساخن أيضا.,فاز فريق بارري باللعبة اليوم.,ذهب بارري إلى البار لمراقبة المباراة.,1
كانت اليوم الأولى ليرينا في عملها الجديد.,سخر رئيسها الجديد من أدائها.,قدمت ليرينا كل ما في وسعها ونجحت.,أخذت ليرينا إجازات كثيرة في اليوم الأول.,1
كانت بني في الخامسة من العمر و تحب اللعب بفيديو الألعاب.,شككت الشاشة و لم تكن قادرة على اللعب شهرا.,قامت بني بإنزال لعبتها عن طريق الخطأ.,بيني بيعت جهازها بلايستيشن عن طريق الخطأ.,1
